,Name,Type,Alias,Rating,Num_Reviews,THC%,Other_Cannabinoids,Main_Effect,Terpene
4057,Rubicon,Hybrid,NA,4.5,25,THC —,CBD —,Relaxed,
4058,OCA Gold,Indica,NA,4.8,5,THC —,CBD —,Sleepy,
4059,Black Destroyer,Hybrid,NA,4.0,1,THC 14%,CBD 0%,,Myrcene
4060,White Crack,Hybrid,NA,4.0,1,THC —,CBD —,Talkative,
4061,Raider Kush,Unknown,NA,4.7,3,THC —,CBD —,Happy,
4062,Tina Danza,Hybrid,NA,4.7,39,THC 18%,CBG 1%,Relaxed,Terpinolene
4063,Cherry Mender,Indica,NA,4.6,5,THC —,CBD —,Relaxed,
4064,Blackberry Snow Cone,Indica,NA,4.2,5,THC —,CBD —,Aroused,
4065,Kirkwood OG,Unknown,NA,4.5,2,THC —,CBD —,Sleepy,
4066,Sweet Blood Orange,Unknown,NA,,,THC —,CBD —,,
4067,Secret Agent,Unknown,NA,3.0,1,THC —,CBD —,Energetic,
4068,Monolith,Indica,NA,4.7,9,THC —,CBD —,Tingly,
4069,Canna-Wreck,Sativa,NA,4.3,4,THC —,CBD —,Energetic,
4070,Firestarter,Hybrid,NA,5.0,1,THC 21%,CBG 1%,,Myrcene
4071,Aloha Grape Stomper,Hybrid,NA,4.5,4,THC 19%,CBD 0%,Tingly,Myrcene
4072,Sour Chocolate,Sativa,NA,3.9,10,THC —,CBD —,Uplifted,
4073,Americano,Indica,NA,4.6,5,THC —,CBD —,Focused,
4074,La Blanca Gold,Indica,NA,4.2,5,THC —,CBD —,Euphoric,
4075,Calm 101,Hybrid,NA,,,THC 24%,CBG 1%,,Caryophyllene
4076,1:1 Punchinella,Hybrid,NA,,,THC —,CBD —,,
4077,Big White,Indica,NA,4.2,27,THC —,CBD —,Sleepy,
4078,Epoxy OG,Hybrid,aka Epoxy,5.0,2,THC 16%,CBD 0%,,Caryophyllene
4079,Harlem,Hybrid,NA,,,THC —,CBD —,,
4080,White Sumo,Hybrid,aka White Sumo #4,4.5,2,THC —,CBD —,Giggly,
4081,Cliff Racer,Unknown,NA,,,THC 20%,CBG 1%,,Caryophyllene
4082,Silver L.A.,Hybrid,NA,5.0,2,THC 17%,CBG 2%,Creative,Terpinolene
4083,Cookie Fam Sherbert,Unknown,NA,5.0,1,THC —,CBD —,Energetic,
4084,Steel Bridge,Hybrid,NA,,,THC 24%,CBG 1%,,Terpinolene
4085,Rockstar Master Kush,Indica,NA,3.9,28,THC —,CBD —,Hungry,
4086,Wally OG,Hybrid,NA,4.0,10,THC —,CBD —,Sleepy,
4087,Jackalope,Sativa,NA,4.3,13,THC —,CBD —,Talkative,
4088,Double Cream,Unknown,NA,5.0,1,THC —,CBD —,,
4089,Lethal Purple,Hybrid,NA,3.6,7,THC —,CBD —,Talkative,
4090,Jack of Spades,Hybrid,NA,4.6,5,THC 15%,CBG 1%,Focused,Myrcene
4091,Black Dog Skunk,Unknown,NA,4.0,3,THC —,CBD —,Energetic,
4092,Arayah Sunshine,Unknown,NA,5.0,2,THC —,CBD —,,
4093,Strawberry Suckle,Unknown,NA,,,THC —,CBD —,,
4094,#9 Blackberry,Hybrid,aka Blackberry #9,,,THC 14%,CBD 0%,,Caryophyllene
4095,DJ Andy Williams,Sativa,NA,5.0,1,THC —,CBD —,,
4096,Odyssey,Hybrid,NA,4.2,24,THC —,CBD —,Focused,
4097,Magnificent Mile,Indica,NA,4.2,13,THC —,CBD —,Tingly,
4098,Dragon Candy,Unknown,NA,4.0,1,THC 26%,CBG 1%,,Myrcene
4099,Lava Glaciers,Hybrid,NA,4.0,2,THC 23%,CBG 1%,,Limonene
4100,Gas Crack,Unknown,NA,4.3,3,THC 22%,CBD 0%,Talkative,Myrcene
4101,Cascadia Kush,Indica,NA,4.6,15,THC 18%,CBG 1%,Sleepy,Caryophyllene
4102,Jack's Grape,Unknown,NA,,,THC 14%,CBD 0%,,Caryophyllene
4103,Dedoverde Haze,Hybrid,NA,4.5,4,THC —,CBD —,,
4104,Russian Roulette,Indica,NA,4.7,3,THC —,CBD —,Tingly,
4105,Biddy Early,Hybrid,NA,4.2,11,THC —,CBD —,Creative,
4106,Las Vegas Purple Kush BX,Indica,NA,4.8,8,THC 20%,CBG 1%,Sleepy,Caryophyllene
4107,Superb OG,Hybrid,NA,,,THC 20%,CBG 1%,,Myrcene
4108,Spruce,Unknown,NA,4.7,3,THC —,CBD —,Talkative,
4109,Peppermint Pie,Unknown,NA,4.0,1,THC 24%,CBG 1%,,Myrcene
4110,Tickle Kush,Hybrid,NA,4.4,10,THC 18%,CBG 1%,Hungry,Myrcene
4111,Central American,Sativa,NA,4.6,5,THC —,CBD —,Hungry,
4112,Purple Sage ,Hybrid,NA,3.6,11,THC —,CBD —,Euphoric,
4113,Absinthe,Hybrid,NA,3.7,3,THC —,CBD —,Creative,
4114,Ectoplasm,Hybrid,aka Ektoplasm,,,THC —,CBD —,,
4115,Northwest Pineapple,Hybrid,NA,5.0,2,THC —,CBD —,Uplifted,
4116,Grand Hustle,Hybrid,NA,3.9,35,THC —,CBD —,Creative,
4117,Bloodhound,Hybrid,NA,4.3,17,THC 17%,CBD 0%,Talkative,Myrcene
4118,Acadia,Unknown,NA,5.0,1,THC —,CBD —,,
4119,Chem Beyond Diesel CBD,Hybrid,NA,4.0,1,THC —,CBD —,Giggly,
4120,Khyber Kush,Hybrid,NA,4.0,1,THC —,CBD —,Euphoric,
4121,Fire Alien Romulan,Hybrid,NA,5.0,2,THC —,CBD —,Tingly,
4122,Sour Mamba,Hybrid,NA,,,THC 17%,CBD 0%,,Caryophyllene
4123,Sweet & Sour Cindy,Hybrid,NA,5.0,2,THC —,CBD —,Aroused,
4124,Lemon Diesel Gorilla,Hybrid,NA,,,THC —,CBD —,,
4125,Q3,Sativa,NA,3.6,8,THC —,CBD —,Tingly,
4126,ErdPurt,Indica,NA,4.5,2,THC —,CBD —,Sleepy,
4127,China Berry,Hybrid,NA,4.8,4,THC 21%,CBG 1%,Sleepy,Myrcene
4128,Forest Park Purple,Unknown,NA,5.0,1,THC —,CBD —,Tingly,
4129,Baller Candy,Unknown,NA,5.0,1,THC —,CBD —,Talkative,
4130,Lucid Lemon,Unknown,NA,,,THC —,CBD —,,
4131,Kush Rise,Hybrid,NA,4.3,4,THC —,CBD —,Relaxed,
4132,Mendo Hulk,Unknown,NA,4.0,1,THC 18%,CBG 2%,Sleepy,Pinene
4133,Kuato,Hybrid,NA,4.9,8,THC —,CBD —,Aroused,
4134,Legends Gold,Indica,NA,5.0,1,THC —,CBD —,Focused,
4135,Cole Train,Hybrid,NA,5.0,2,THC —,CBD —,Tingly,
4136,Blob OG,Hybrid,aka Blob,4.7,12,THC 22%,CBG 1%,Talkative,Limonene
4137,Purple Tears,Hybrid,NA,5.0,3,THC 19%,CBG 1%,Tingly,Myrcene
4138,Matsu,Indica,aka Matsu Grape,4.2,6,THC —,CBD —,Tingly,
4139,Downing Dog,Hybrid,NA,3.8,4,THC —,CBD —,,
4140,Berkeley,Sativa,NA,4.0,22,THC —,CBD —,Energetic,
4141,Electric Jellyfish,Unknown,NA,3.5,2,THC —,CBD —,Creative,
4142,La Reina de Africa,Sativa,NA,4.3,3,THC —,CBD —,Giggly,
4143,Grape Raspberry,Unknown,NA,,,THC —,CBD —,,
4144,Purple Mahayana,Unknown,NA,4.0,1,THC —,CBD —,,
4145,Haze Mist,Sativa,NA,4.3,4,THC —,CBD —,Focused,
4146,Moonrise,Hybrid,NA,3.8,5,THC —,CBD —,Happy,
4147,Romulan Haze,Hybrid,NA,4.6,9,THC —,CBD —,Energetic,
4148,Goldwing,Sativa,NA,4.7,3,THC —,CBD —,Uplifted,
4149,Cosmic Charlie,Hybrid,NA,4.5,4,THC —,CBD —,Sleepy,
4150,Carpet Tape,Hybrid,NA,4.6,9,THC —,CBD —,Aroused,
4151,Punch Farmer,Hybrid,NA,4.7,3,THC —,CBD —,Tingly,
4152,Skunk Valley Haze,Hybrid,NA,5.0,1,THC —,CBD —,,
4153,Cosmic Serpent #10,Hybrid,NA,,,THC —,CBD —,,
4154,Wonderberry,Hybrid,aka Wonder Berry,4.0,1,THC —,CBD —,Relaxed,
4155,Tirich Mir,Hybrid,NA,,,THC 17%,CBG 1%,,Caryophyllene
4156,Lennon,Sativa,NA,4.7,3,THC —,CBD —,Happy,
4157,Godzilla Blood,Hybrid,NA,5.0,1,THC —,CBD —,Hungry,
4158,VCDC,Hybrid,NA,4.6,41,THC —,CBD —,Relaxed,
4159,Nice Cherry,Indica,aka Cherry Mr. Nice,4.3,14,THC —,CBD —,Hungry,
4160,Whitaker Blues,Indica,NA,4.2,13,THC 17%,CBG 1%,Happy,Caryophyllene
4161,X18 Pure Pakistani,Hybrid,NA,,,THC —,CBD —,,
4162,Savage Cookies,Unknown,NA,,,THC —,CBD —,,
4163,Facewreck,Hybrid,NA,4.3,3,THC —,CBD —,,
4164,Serendipity,Hybrid,NA,5.0,1,THC —,CBD —,Talkative,
4165,Evergreen Berry,Hybrid,NA,,,THC 12%,CBD 0%,,Terpinolene
4166,Red Vines,Hybrid,NA,4.5,2,THC —,CBD —,,
4167,Green Door Kush,Hybrid,NA,4.1,11,THC —,CBD —,Creative,
4168,Purple Persuasion,Hybrid,NA,4.0,2,THC 14%,CBD 0%,,Pinene
4169,Caboose,Hybrid,NA,5.0,1,THC —,CBD —,Energetic,
4170,Melon Rind,Hybrid,NA,,,THC 23%,CBG 1%,,Limonene
4171,White Kryptonite,Indica,NA,4.5,13,THC —,CBD —,Happy,
4172,Bear Creek Kush,Hybrid,NA,5.0,1,THC —,CBD —,Tingly,
4173,Chem Sour Face,Unknown,NA,5.0,1,THC 20%,CBG 1%,Talkative,Limonene
4174,Rogue River Skunk,Sativa,NA,4.0,1,THC —,CBD —,,
4175,Wild Blueberry,Unknown,NA,,,THC —,CBD —,,
4176,Legend of Brulee,Unknown,NA,4.3,3,THC —,CBD —,Happy,
4177,Doctor Jamaica,Hybrid,NA,,,THC —,CBD —,,
4178,Sour Walker,Unknown,NA,4.0,1,THC —,CBD —,Tingly,
4179,Captain Krypt OG,Hybrid,aka Captain Krypt,5.0,1,THC —,CBD —,,
4180,Cascade Train,Unknown,NA,5.0,1,THC —,CBD —,Giggly,
4181,Ultra Sonja,Hybrid,NA,4.4,27,THC —,CBD —,Focused,
4182,Colorado Diesel,Hybrid,NA,5.0,1,THC —,CBD —,,
4183,El Perro,Hybrid,NA,4.9,9,THC 21%,CBG 2%,Aroused,Myrcene
4184,White Tygh Dream,Indica,NA,4.6,11,THC —,CBD —,Sleepy,
4185,Blue Dragon Desert Frost,Hybrid,NA,4.5,2,THC 19%,CBG 1%,Sleepy,Myrcene
4186,Blessings OG,Hybrid,NA,,,THC 14%,CBG 1%,,Pinene
4187,Pineapple Zest,Hybrid,aka Pineapple AK,,,THC —,CBD —,,
4188,Miss Fortune Cookie,Hybrid,NA,4.0,1,THC —,CBD —,,
4189,Avalon,Hybrid,NA,3.8,8,THC —,CBD —,Aroused,
4190,Fast and Vast,Hybrid,NA,,,THC —,CBD —,,
4191,Starmalade,Hybrid,NA,4.5,2,THC —,CBD —,Aroused,
4192,Sidetracked,Hybrid,NA,4.8,4,THC —,CBD —,Creative,
4193,Valley Breeze,Indica,NA,,,THC —,CBD —,,
4194,Melonwreck,Hybrid,NA,,,THC —,CBD —,,
4195,Guava Kai,Hybrid,NA,,,THC —,CBD —,,
4196,Sweet Tea Cookies,Hybrid,NA,4.0,2,THC —,CBD —,Giggly,
4197,Protab Hybrid,Unknown,NA,,,THC —,CBD —,,
4198,Orchard Peach,Unknown,NA,5.0,1,THC —,CBD —,,
4199,Naughty Donky,Unknown,NA,,,THC —,CBD —,,
4200,Key Lime Thai,Unknown,NA,,,THC —,CBD —,,
4201,Jungle Diesel,Unknown,NA,,,THC —,CBD —,,
4202,Jamaican Funk,Unknown,NA,,,THC —,CBD —,,
4203,Jack O' Nesia,Unknown,NA,5.0,1,THC —,CBD —,,
4204,Hindu Cookies,Unknown,NA,,,THC 15%,CBG 1%,,Caryophyllene
4205,Green Extreme,Unknown,NA,,,THC —,CBD —,,
4206,Grape Tropaya,Unknown,NA,,,THC —,CBD —,,
4207,Diesel Malawi,Unknown,NA,4.0,1,THC —,CBD —,Uplifted,
4208,Desert Sorbet,Unknown,NA,,,THC —,CBD —,,
4209,Desert Lemons,Unknown,NA,,,THC —,CBD —,,
4210,Lemon Pudding,Unknown,NA,4.5,2,THC —,CBD —,,
4211,Elephant Poop,Unknown,NA,1.0,1,THC —,CBD —,,
4212,Eagle Cookies,Unknown,NA,,,THC 17%,CBG 1%,,Myrcene
4213,Chocolate Grape Disel,Unknown,NA,,,THC —,CBD —,,
4214,GS Juice,Unknown,NA,4.0,2,THC 21%,CBG 1%,Focused,Terpinolene
4215,Fleek OG,Unknown,NA,,,THC —,CBD —,,
4216,Fireweed,Unknown,NA,,,THC 18%,CBG 1%,,Caryophyllene
4217,Dayshift,Unknown,NA,4.0,1,THC —,CBD —,,
4218,Cru Glue,Unknown,NA,,,THC —,CBD —,,
4219,Chem Ape,Unknown,NA,,,THC —,CBD —,,
4220,CannStar,Unknown,NA,,,THC —,CBD —,,
4221,Black 88,Unknown,NA,4.0,1,THC —,CBD —,Focused,
4222,Big Lime,Unknown,NA,,,THC —,CBD —,,
4223,Andomeda,Unknown,NA,,,THC —,CBD —,,
4224,Airborne,Unknown,NA,,,THC —,CBD —,,
4225,Tollete,Unknown,NA,,,THC —,CBD —,,
4226,Sun Tea,Unknown,NA,,,THC —,CBD —,,
4227,Star Ox,Unknown,NA,,,THC 18%,CBD 0%,,Myrcene
4228,Sno Gee,Unknown,NA,,,THC —,CBD —,,
4229,SCxKM11,Unknown,NA,,,THC 21%,CBD 0%,,Limonene
4230,Unplug,Unknown,NA,,,THC —,CBD —,,
4231,Mashup,Unknown,NA,3.8,4,THC —,CBD —,,
4232,MandMs,Unknown,NA,,,THC —,CBD —,,
4233,Dragon Snack,Unknown,NA,,,THC —,CBD —,,
4234,Dieselicious,Unknown,NA,,,THC —,CBD —,,
4235,Dad's Durban,Unknown,NA,,,THC —,CBD —,,
4236,Citrus Tahoe,Unknown,NA,,,THC 11%,CBD 0%,,Myrcene
4237,Citron Cooks,Unknown,NA,,,THC —,CBD —,,
4238,Cherry Dooku,Unknown,NA,5.0,1,THC 18%,CBD 0%,Tingly,Limonene
4239,Camelback OG,Unknown,NA,,,THC —,CBD —,,
4240,SFV Dawg,Unknown,NA,1.0,1,THC —,CBD —,,
4241,Jilly OG,Unknown,NA,5.0,1,THC —,CBD —,,
4242,Jabba OG,Unknown,NA,,,THC —,CBD —,,
4243,Heist OG,Unknown,NA,,,THC —,CBD —,,
4245,Diamond Master,Unknown,NA,,,THC —,CBD —,,
4246,Crenshaw Melon,Unknown,NA,5.0,1,THC —,CBD —,,
4247,Citrus Glueroy,Unknown,NA,,,THC —,CBD —,,
4248,Chocolate Chem,Unknown,NA,,,THC —,CBD —,,
4249,Early Siskiyou,Unknown,NA,,,THC —,CBD —,,
4250,Dragon's Layer,Unknown,NA,,,THC —,CBD —,,
4251,LA Roo,Unknown,NA,,,THC —,CBD —,,
4252,LA Chz,Unknown,NA,,,THC —,CBD —,,
4253,Denman,Unknown,NA,5.0,1,THC —,CBD —,,
4254,PA Dutch,Hybrid,NA,4.5,4,THC —,CBD —,Aroused,
4255,OG Princess Glue,Hybrid,NA,,,THC —,CBD —,,
4256,Romulawi Glue,Hybrid,NA,,,THC —,CBD —,,
4257,Orange Romulawi,Hybrid,NA,,,THC —,CBD —,,
4258,CBD Glue Tide,Hybrid,NA,,,THC —,CBD —,,
4259,Guido Kush,Indica,NA,4.0,12,THC —,CBD —,Sleepy,
4260,Sweet Wife,Hybrid,NA,,,THC —,CBD —,,
4261,Flo Mints,Hybrid,NA,,,THC —,CBD —,,
4262,Finesse CBD,Hybrid,NA,,,THC —,CBD —,,
4263,Doobie Howser,Hybrid,NA,5.0,1,THC —,CBD —,,
4264,Mudhoney,Hybrid,NA,,,THC —,CBD —,,
4265,Gamma Jack,Hybrid,NA,,,THC —,CBD —,,
4266,Cherry Wine Cure,Hybrid,NA,,,THC —,CBD —,,
4267,Chex,Hybrid,NA,,,THC —,CBD —,,
4268,Bubba's Sister,Hybrid,NA,5.0,1,THC 17%,CBG 1%,Giggly,Terpinolene
4269,Inspector Lestrade,Hybrid,NA,,,THC —,CBD —,,
4270,Citrus Freak Show,Hybrid,NA,,,THC —,CBD —,,
4271,Blazentine,Hybrid,NA,,,THC —,CBD —,,
4272,Vincent Vega,Hybrid,NA,,,THC —,CBD —,,
4273,Mia Wallace,Hybrid,NA,,,THC —,CBD —,,
4274,Silver Blaze,Hybrid,NA,,,THC —,CBD —,,
4275,Monkey Massacre,Hybrid,NA,,,THC —,CBD —,,
4276,Slymeball,Hybrid,NA,,,THC —,CBD —,,
4277,Tony Rocky Horror,Hybrid,NA,,,THC —,CBD —,,
4278,Orange M-Con,Hybrid,NA,,,THC —,CBD —,,
4279,Dream Queen Glue,Hybrid,NA,,,THC 19%,CBG 1%,,Myrcene
4280,Golden Healing,Hybrid,NA,4.4,5,THC —,CBD —,Creative,
4281,Chemryder 91,Hybrid,NA,,,THC —,CBD —,,
4282,Purple Paki Candy,Hybrid,NA,,,THC —,CBD —,,
4283,Sleep and Sour,Hybrid,NA,,,THC —,CBD —,,
4284,Seattle Sour D,Hybrid,NA,3.0,1,THC —,CBD —,,
4285,OG Limekiller,Hybrid,NA,5.0,4,THC —,CBD —,Tingly,
4286,Tite Ass,Hybrid,NA,,,THC —,CBD —,,
4287,Meraki Orange,Hybrid,NA,,,THC 22%,CBG 1%,,Myrcene
4288,Bianca Fire,Hybrid,NA,,,THC 22%,CBG 1%,,Limonene
4289,Miss Columbian,Hybrid,NA,,,THC —,CBD —,,
4290,Sun Maiden,Hybrid,NA,4.0,1,THC —,CBD —,,
4291,West Coast Willie,Hybrid,NA,,,THC 20%,CBD 0%,,Myrcene
4292,Ivan,Hybrid,NA,,,THC —,CBD —,,
4293,Proper PHO Shatter,Sativa,NA,,,THC —,CBD —,,
4294,Golden XTRX CO2 Dabbables,Indica,NA,4.8,6,THC —,CBD —,,
4295,Buddha Vesta,Hybrid,NA,,,THC —,CBD —,,
4296,Mission Kush,Hybrid,NA,4.3,3,THC —,CBD —,Creative,
4297,Harlequin Joe,Hybrid,NA,,,THC —,CBD —,,
4298,Romping Goddess,Hybrid,NA,3.2,5,THC —,CBD —,Hungry,
4299,White Funk,Hybrid,NA,4.0,1,THC 23%,CBG 1%,,Myrcene
4300,Blue Trane,Hybrid,NA,,,THC —,CBD —,,
4301,White Ryder,Hybrid,NA,,,THC —,CBD —,,
4302,Weebe’s World,Indica,NA,4.0,2,THC —,CBD —,,
4303,Proper BHO Shatter,Sativa,NA,4.6,7,THC —,CBD —,Energetic,
4304,Broke Diesel,Hybrid,NA,2.5,4,THC —,CBD —,Uplifted,
4305,Everlast,Indica,NA,4.6,14,THC —,CBD —,Sleepy,
4306,Pepe Le Chem,Hybrid,NA,,,THC —,CBD —,,
4307,Pineapple Calyx,Hybrid,NA,,,THC —,CBD —,,
4308,Huckleberry Hound,Hybrid,NA,4.7,3,THC 16%,CBG 1%,Euphoric,Myrcene
4309,Buddha Syrup,Indica,NA,3.0,1,THC —,CBD —,Sleepy,
4310,Faded Glory,Sativa,NA,5.0,2,THC —,CBD —,Uplifted,
4311,Nexus OG,Indica,NA,4.8,4,THC —,CBD —,Relaxed,
4312,Bright Fire,Indica,NA,5.0,5,THC 21%,CBG 1%,Hungry,Caryophyllene
4313,The Wills,Hybrid,NA,5.0,3,THC —,CBD —,,
4314,Calyx OG,Hybrid,NA,,,THC 20%,CBG 1%,,Limonene
4315,Focaccia,Indica,NA,,,THC —,CBD —,,
4316,Bay Lotus,Hybrid,NA,,,THC —,CBD —,,
4317,Gaswerx,Hybrid,NA,4.5,4,THC 20%,CBG 1%,Happy,Pinene
4318,Hindu Cream,Indica,NA,4.0,1,THC —,CBD —,,
4319,Dreamtime,Hybrid,NA,5.0,1,THC —,CBD —,,
4320,Chocolony,Hybrid,NA,4.0,1,THC —,CBD —,,
4321,Jericho Haze,Sativa,NA,5.0,1,THC —,CBD —,Tingly,
4322,12 Year OG,Hybrid,aka Twelve Year OG,3.0,2,THC —,CBD —,,
4323,Baldor,Hybrid,NA,,,THC —,CBD —,,
4324,Tahquitz,Hybrid,aka Tahquitz OG,4.0,4,THC —,CBD —,Energetic,
4325,Pineapple Durban,Hybrid,NA,4.0,2,THC 20%,CBG 2%,,Terpinolene
4326,Champagne Wedding,Hybrid,NA,,,THC —,CBD —,,
4327,Juggernaut Diesel,Hybrid,aka Jugrnaut Diesel,,,THC —,CBD —,,
4328,Bubba Banner,Hybrid,NA,4.5,2,THC —,CBD —,Hungry,
4329,Swiss Dream,Hybrid,NA,,,THC —,CBD —,,
4330,Poison Glue,Hybrid,NA,,,THC —,CBD —,,
4331,Alien Surfer Cookies,Hybrid,NA,5.0,1,THC —,CBD —,Talkative,
4332,Twisted Lime OG,Hybrid,NA,,,THC —,CBD —,,
4333,Chrome Diesel,Hybrid,NA,,,THC —,CBD —,,
4334,Hanis,Hybrid,aka Hanis #1,,,THC —,CBD —,,
4335,Wedding Animal,Unknown,NA,5.0,1,THC —,CBD —,Focused,
4336,Wa Whoo Cookie,Unknown,NA,,,THC —,CBD —,,
4337,Tahoe Dreamin',Unknown,NA,5.0,1,THC —,CBD —,Aroused,
4338,Summer Shindig,Unknown,NA,,,THC —,CBD —,,
4339,Shaman's Syrup,Unknown,NA,,,THC —,CBD —,,
4340,Rude Pineapple,Unknown,NA,,,THC 24%,CBG 1%,,Myrcene
4341,Poisoned Roses,Unknown,NA,4.0,2,THC —,CBD —,,
4342,Petroleum Jelly,Unknown,NA,3.0,1,THC —,CBD —,Tingly,
4343,Lemon Hash Glue,Unknown,NA,,,THC —,CBD —,,
4344,Lemon Drop Haze,Unknown,NA,5.0,1,THC —,CBD —,,
4345,Heisenburg Kush,Unknown,NA,,,THC 16%,CBD 0%,,Myrcene
4346,Gold Skunk Haze,Unknown,NA,,,THC —,CBD —,,
4347,Gasoline Dreams,Unknown,NA,,,THC —,CBD —,,
4348,Electric Diesel,Unknown,NA,,,THC —,CBD —,,
4349,East Coast Dawg,Unknown,NA,,,THC —,CBD —,,
4350,Carlsbad Cavern,Unknown,NA,5.0,1,THC —,CBD —,,
4351,Cannaloupe Haze,Unknown,NA,5.0,1,THC 18%,CBG 1%,,Limonene
4352,Phantom Lemons,Unknown,NA,,,THC —,CBD —,,
4353,Palouse Sunset,Unknown,NA,,,THC —,CBD —,,
4354,Oregon Thunder,Unknown,NA,5.0,2,THC —,CBD —,Hungry,
4355,Orange Pebbles,Unknown,NA,,,THC —,CBD —,,
4356,Memory Crasher,Unknown,NA,5.0,1,THC —,CBD —,,
4357,Larry's Grapes,Unknown,NA,,,THC —,CBD —,,
4358,Grape Triangle,Unknown,NA,,,THC —,CBD —,,
4359,Golden Bearies,Unknown,NA,,,THC 22%,CBG 1%,,Caryophyllene
4360,Blue Skatalite,Unknown,NA,5.0,1,THC —,CBD —,Sleepy,
4361,Blue Headed OG,Unknown,NA,5.0,1,THC —,CBD —,,
4362,Blue Barrel Og,Unknown,NA,,,THC —,CBD —,,
4363,Blizzard Berry,Unknown,NA,,,THC —,CBD —,,
4364,Bedrock Boogie,Unknown,NA,4.0,1,THC —,CBD —,,
4365,Churchill Cherry,Unknown,NA,,,THC —,CBD —,,
4366,Chocolate Malawi,Unknown,NA,5.0,1,THC 17%,CBD 0%,Euphoric,Myrcene
4367,Cherry Kineapple,Unknown,NA,,,THC —,CBD —,,
4368,Celebration Cake,Unknown,NA,4.0,1,THC —,CBD —,,
4369,Blue Russian Ice,Unknown,NA,,,THC —,CBD —,,
4370,Blackberry Jones,Unknown,NA,,,THC —,CBD —,,
4371,Willy's Wonders,Unknown,NA,5.0,1,THC —,CBD —,Focused,
4372,Weekend Warrior,Unknown,NA,,,THC —,CBD —,,
4373,Washington Glue,Unknown,NA,,,THC —,CBD —,,
4374,Velvet Glove #1,Unknown,NA,4.7,3,THC —,CBD —,Euphoric,
4375,Strawberry Fire,Unknown,NA,,,THC 16%,CBD 0%,,Caryophyllene
4376,Spring Solstice,Unknown,NA,,,THC —,CBD —,,
4377,Shooter McGavin,Unknown,NA,,,THC —,CBD —,,
4378,Rainbow Lime OG,Unknown,NA,,,THC —,CBD —,,
4379,Rain City Purps,Unknown,NA,,,THC —,CBD —,,
4380,Airborne Skunk,Unknown,NA,,,THC —,CBD —,,
4381,Wesley's Wish,Unknown,NA,5.0,1,THC —,CBD —,,
4382,Uranian V2 #3,Unknown,NA,,,THC —,CBD —,,
4383,Twised Frozay,Unknown,NA,,,THC —,CBD —,,
4384,The Pink Goat,Unknown,NA,,,THC —,CBD —,,
4385,Sir Mix-a-lot,Unknown,NA,,,THC —,CBD —,,
4386,Sinfully Sour,Unknown,NA,,,THC 18%,CBG 1%,,Terpinolene
4387,Essential Release,Unknown,NA,,,THC —,CBD —,,
4388,Blueberry Hash OG,Unknown,NA,,,THC —,CBD —,,
4389,Blueberry Crasher,Unknown,NA,4.0,1,THC —,CBD —,,
4390,Aliens vs Cowboys,Unknown,NA,,,THC —,CBD —,,
4391,Watermelon Grape,Unknown,NA,,,THC 12%,CBD 0%,,Myrcene
4392,Strawberry Widow,Unknown,NA,,,THC —,CBD —,,
4393,Strawberry Tonic,Unknown,NA,,,THC 12%,CBG 1%,,Myrcene
4394,Strawberry Basil,Unknown,NA,,,THC —,CBD —,,
4395,Punches and Cream,Unknown,NA,,,THC —,CBD —,,
4396,Peach Cheesewreck,Unknown,NA,4.0,1,THC —,CBD —,,
4397,Obi-Wan Ke Doobie,Unknown,NA,,,THC —,CBD —,,
4398,Lemon Brulee #419,Unknown,NA,,,THC —,CBD —,,
4399,Huckleberry Burst,Unknown,NA,,,THC 17%,CBD 0%,,Limonene
4400,Sunshine Lemonade,Unknown,NA,,,THC 19%,CBD 0%,,Caryophyllene
4401,Sundea Supreme #9,Unknown,NA,,,THC —,CBD —,,
4402,Strawmelon Sundae,Unknown,NA,,,THC —,CBD —,,
4403,Sour Boggle,Hybrid,NA,5.0,1,THC 15%,CBG 1%,,Limonene
4404,Buford OG,Hybrid,NA,5.0,1,THC —,CBD —,,
4405,840,Hybrid,NA,4.0,1,THC —,CBD —,,
4406,Soraya,Hybrid,NA,5.0,1,THC —,CBD —,,
4407,The Fork,Sativa,NA,,,THC —,CBD —,,
4408,Sweet Dreams,Hybrid,NA,4.3,52,THC —,CBD —,,
4409,Kailua Pua,Hybrid,NA,3.0,2,THC —,CBD —,Aroused,
4410,Ramses,Hybrid,NA,4.5,2,THC —,CBD —,Relaxed,
4411,Agharta,Hybrid,NA,,,THC —,CBD —,,
4412,Revival,Hybrid,NA,5.0,1,THC —,CBD —,Happy,
4413,Dutch Dynasty,Hybrid,NA,5.0,1,THC —,CBD —,,
4414,Shaman’s Dream,Hybrid,NA,,,THC —,CBD —,,
4415,Jack’s Dragon Girl #7,Hybrid,NA,3.0,1,THC —,CBD —,Giggly,
4416,Bog Sour Grape,Indica,NA,5.0,1,THC —,CBD —,Giggly,
4417,Mothertongue,Sativa,NA,4.7,3,THC 19%,CBG 1%,Giggly,Myrcene
4418,Llanera,Sativa,NA,,,THC —,CBD —,,
4419,Hobbit,Hybrid,NA,,,THC —,CBD —,,
4420,Humboldt Hawaiian,Hybrid,NA,5.0,2,THC —,CBD —,Aroused,
4421,Deadwood,Indica,NA,4.2,10,THC —,CBD —,Focused,
4422,Dosi Crasher,Hybrid,NA,,,THC —,CBD —,,
