,Name,Type,Alias,Rating,Num_Reviews,THC%,Other_Cannabinoids,Main_Effect,Terpene
256,SFV OG Kush,Indica,"aka San Fernando Valley Kush, SFV OG, SFV, San Fernando Valley OG",4.4,242,THC 19%,CBD 0%,Sleepy,Myrcene
257,Acai Berry Gelato,Hybrid,NA,4.6,17,THC 32%,CBD —,Happy,
258,Pineapple,Hybrid,aka Pineapple OG,4.2,537,THC 13%,CBG 1%,Happy,Myrcene
259,Grape Soda,Hybrid,NA,4.6,54,THC 19%,CBG 1%,Relaxed,Myrcene
260,Gorilla Zkittlez,Hybrid,NA,4.6,47,THC 20%,CBG 1%,Hungry,Caryophyllene
261,Garlic,Indica,"aka Garlic Bud, Garlic Kush",4.3,64,THC 24%,CBG 1%,Sleepy,Limonene
262,Blueberry Cookies,Hybrid,NA,4.6,154,THC 16%,CBD 0%,Tingly,Myrcene
263,Black Cherry Punch,Hybrid,NA,4.7,73,THC 20%,CBD 0%,Tingly,Myrcene
264,Laughing Buddha,Sativa,NA,4.5,263,THC 22%,CBG 2%,Giggly,Myrcene
265,Sour Joker,Sativa,aka Joker,4.7,93,THC 18%,CBG 1%,Energetic,Myrcene
266,Blue Slush,Hybrid,"aka Blue Slushee, Blue Slushie",4.6,22,THC —,CBD —,Relaxed,
267,Kush Cake,Hybrid,aka Double Kush Cake,4.8,57,THC 24%,CBG 1%,Relaxed,Limonene
268,Platinum Purple Kush,Indica,"aka Platinum Purple, Purple Platinum",4.3,191,THC 22%,CBG 1%,Sleepy,Caryophyllene
269,Laughing Gas,Hybrid,NA,4.6,30,THC —,CBD —,Talkative,
270,Hi-Octane,Hybrid,aka High Octane,4.1,14,THC 24%,CBG 1%,Hungry,Limonene
271,OG #18,Hybrid,"aka Private Reserve OG, Private Reserve, OG 18",4.6,458,THC 22%,CBG 1%,Relaxed,Limonene
272,Hawaiian,Sativa,NA,4.2,173,THC 24%,CBG 1%,Happy,Terpinolene
273,Mint Chocolate Chip,Hybrid,NA,4.5,92,THC 18%,CBG 1%,Tingly,Limonene
274,Black Widow,Hybrid,NA,4.2,362,THC 18%,CBG 1%,Hungry,Terpinolene
275,Red Velvet,Hybrid,NA,4.6,16,THC —,CBD —,Aroused,
276,Space Queen,Hybrid,NA,4.4,610,THC 18%,CBG 1%,Uplifted,Caryophyllene
277,Billy Kimber,Hybrid,NA,4.7,70,THC 23%,CBG 1%,Sleepy,Myrcene
278,Juicy Fruit,Hybrid,"aka Juicy Fruit OG, Fruity Juice",4.1,661,THC 18%,CBG 1%,Energetic,Myrcene
279,Marathon OG,Indica,aka Marathon Kush,4.8,49,THC —,CBD —,Hungry,
280,Sherbet Cake,Hybrid,"aka Sherb Cake, Sherbert Cake",4.6,16,THC —,CBD —,Relaxed,
281,Skywalker Alien,Hybrid,NA,4.4,127,THC —,CBD —,Hungry,
282,Power Plant,Sativa,NA,4.1,382,THC 15%,CBD 0%,Talkative,Myrcene
283,Dogwalker OG,Hybrid,"aka Dogwalker, Dawg Walker OG, Dawg Walker",4.6,319,THC 23%,CBG 1%,Relaxed,Limonene
284,Romulan,Indica,NA,4.1,862,THC 19%,CBD 0%,Sleepy,Myrcene
285,Papaya Cake,Hybrid,NA,4.6,139,THC 23%,CBG 1%,Relaxed,Limonene
286,Jager,Indica,"aka Jagermeister, Jager Kush, JGR",4.5,354,THC 21%,CBG 1%,Sleepy,Limonene
287,Sherbacio,Hybrid,NA,4.7,28,THC —,CBD —,Talkative,
288,Grape Cake,Hybrid,NA,4.6,40,THC 24%,CBG 1%,Relaxed,Myrcene
289,Orange Sherbert,Hybrid,NA,4.5,40,THC 18%,CBG 1%,Happy,Caryophyllene
290,Blue Sherbert,Hybrid,NA,4.3,38,THC 19%,CBD 0%,Uplifted,Myrcene
291,Sticky Buns,Hybrid,NA,4.7,22,THC 22%,CBG 1%,Sleepy,Myrcene
292,Purple Cookies,Hybrid,NA,4.5,18,THC 15%,CBG 1%,Tingly,Caryophyllene
293,Cannalope Haze,Sativa,"aka Cantaloupe Haze, Cannalope Haze Premium",4.2,288,THC 14%,CBG 2%,Energetic,Myrcene
294,Super Boof,Hybrid,aka Superboof,4.5,12,THC 28%,CBD —,Euphoric,
295,Berry Pie,Sativa,NA,4.5,33,THC 22%,CBG 1%,Hungry,Caryophyllene
296,Mother's Milk,Hybrid,NA,4.5,81,THC 23%,CBG 1%,Relaxed,Limonene
297,Cherry Diesel,Hybrid,aka Cherry Turbo Diesel,4.5,223,THC 25%,CBG 1%,Energetic,Limonene
298,Sharklato,Hybrid,NA,4.2,31,THC 20%,CBD —,Talkative,
299,LA Kush,Hybrid,aka Los Angeles Kush,4.3,57,THC 17%,CBG 1%,Talkative,Myrcene
300,Strawberries and Cream,Hybrid,NA,4.8,44,THC 21%,CBG 1%,Uplifted,Limonene
301,Agent Orange,Hybrid,NA,4.1,1191,THC 17%,CBG 1%,Energetic,Myrcene
302,Purple Trainwreck,Hybrid,"aka Granddaddy Trainwreck, Granddaddy Wreck, Purple Wreck",4.2,686,THC 17%,CBG 1%,Euphoric,Terpinolene
303,Pluto Kush,Indica,aka Pluto,4.4,39,THC —,CBD —,Sleepy,
304,Magic Melon,Hybrid,NA,4.2,49,THC 21%,CBD 0%,Aroused,Limonene
305,Ya Hemi,Hybrid,"aka Yahemi, Ya-Hemi",4.5,43,THC 18%,CBG 1%,Giggly,Limonene
306,Peach Crescendo F-1,Hybrid,NA,4.3,45,THC —,CBD —,Relaxed,
307,Jokerz,Hybrid,NA,4.2,25,THC 24%,CBG 1%,,Limonene
308,Mandarin Sunset,Indica,NA,4.7,55,THC 18%,CBG 1%,Sleepy,Pinene
309,Big Bud,Indica,NA,3.8,340,THC 14%,CBD 0%,Sleepy,Pinene
310,Gorilla Cake,Hybrid,NA,4.3,52,THC 21%,CBG 1%,Sleepy,Caryophyllene
311,Crescendo RBx1,Hybrid,NA,4.6,39,THC 25%,CBG 1%,Tingly,Caryophyllene
312,Chem 91,Hybrid,"aka Chem #91, Chemdog 91, Chemdawg 91",4.5,195,THC 21%,CBG 1%,Talkative,Terpinolene
313,Blue Raspberry,Hybrid,aka Blue Razz,4.7,51,THC —,CBD —,Focused,
314,Purple Sunset,Indica,NA,4.4,80,THC 18%,CBD 0%,Relaxed,Caryophyllene
315,Coochie Runtz,Hybrid,NA,4.5,21,THC 29%,CBD —,Tingly,
316,Lemon Diesel,Hybrid,NA,4.2,597,THC 17%,CBD 0%,Energetic,Myrcene
317,Unicorn Poop,Hybrid,NA,4.2,30,THC 24%,CBG 1%,Giggly,Limonene
318,SPK,Sativa,"aka Sour Patch Kids, Sour Patch",4.5,42,THC 20%,CBG 1%,Happy,Caryophyllene
319,Blueberry Headband,Hybrid,aka Blue Headband,4.3,501,THC 15%,CBG 1%,Giggly,Terpinolene
320,White Durban,Sativa,NA,4.7,58,THC 23%,CBG 1%,Energetic,Terpinolene
321,Brownie Scout,Hybrid,NA,4.7,103,THC —,CBD —,Sleepy,
322,Pineapple Kush,Hybrid,NA,4.1,672,THC 18%,CBG 1%,Giggly,Myrcene
323,Crunch Berries,Hybrid,NA,4.2,44,THC 21%,CBD 0%,Talkative,Pinene
324,Gorilla Butter,Hybrid,"aka Gorilla Butter F2, Gorilla Butter F2 #12, Monkey Butter",4.5,19,THC 18%,CBD 0%,Uplifted,Myrcene
325,Pure Michigan,Hybrid,NA,4.5,24,THC 29%,CBG 1%,Relaxed,Limonene
326,Citral Glue,Hybrid,NA,4.4,93,THC 22%,CBG 1%,Focused,Caryophyllene
327,Cookie Dough,Hybrid,NA,4.5,91,THC 20%,CBG 1%,Hungry,Caryophyllene
328,Bubblegum Kush,Indica,aka Bubble Gum Kush,4.3,386,THC 16%,CBD 0%,Sleepy,Myrcene
329,Sensi Star,Indica,NA,4.1,717,THC 17%,CBG 1%,Sleepy,Myrcene
330,THC Bomb,Hybrid,NA,4.1,250,THC 20%,CBG 1%,Hungry,Caryophyllene
331,Berry Gelato,Hybrid,aka Blueberry Gelato,4.6,47,THC —,CBD —,Sleepy,
332,OG Chem,Hybrid,"aka Chemdog OG, Chem OG, Chemdawg OG",4.6,204,THC 25%,CBG 1%,Creative,Limonene
333,Runtz Cake,Hybrid,NA,4.6,20,THC —,CBD —,Giggly,
334,Peach Cobbler,Hybrid,NA,4.4,42,THC 22%,CBG 1%,Relaxed,Myrcene
335,Great White Shark,Sativa,"aka Peacemaker, White Shark",4.2,503,THC 14%,CBD 0%,Energetic,Myrcene
336,Cake Crasher,Hybrid,NA,4.6,37,THC 25%,CBG 1%,Aroused,Caryophyllene
337,Incredible Hulk,Sativa,aka The Hulk,4.5,119,THC 16%,CBG 1%,Energetic,Myrcene
338,Wappa,Hybrid,NA,4.4,207,THC 24%,CBG 1%,Relaxed,Caryophyllene
339,Gelato Mints,Hybrid,aka Gelato Mintz,4.5,21,THC 11%,CBG 1%,Focused,Caryophyllene
340,Ice Cream Cookies,Indica,NA,4.3,25,THC 26%,CBG 2%,Hungry,Caryophyllene
341,Sunset,Indica,aka Sunset OG,4.2,67,THC 18%,CBG 1%,Sleepy,Caryophyllene
342,Peach Ringz,Hybrid,NA,4.4,27,THC 21%,CBG 1%,Happy,Limonene
343,Black Cherry Soda,Hybrid,NA,4.3,393,THC 21%,CBG 1%,Relaxed,Limonene
344,Golden Pineapple,Hybrid,NA,4.5,489,THC 19%,CBG 1%,Energetic,Terpinolene
345,Colombian Gold,Sativa,"aka Santa Marta Colombian Gold, Santa Marta",4.5,204,THC 20%,CBG 1%,Energetic,Limonene
346,G13 Haze,Hybrid,NA,4.4,214,THC 21%,CBG 1%,Euphoric,Caryophyllene
347,Deadhead OG,Hybrid,"aka Dead Head, Deadhead, Deadhead OG Kush",4.3,581,THC 22%,CBD 0%,Euphoric,Caryophyllene
348,Blueberry Cheesecake,Hybrid,aka Blue Cheesecake,4.3,278,THC 17%,CBG 1%,Happy,Myrcene
349,Grape Jelly,Hybrid,NA,4.7,44,THC —,CBD —,Uplifted,
350,Han Solo Burger,Hybrid,NA,4.6,38,THC —,CBD —,Relaxed,
351,Pineapple Chunk,Hybrid,NA,4.4,388,THC 19%,CBG 1%,Tingly,Terpinolene
352,Marmalade,Hybrid,NA,4.4,29,THC 16%,CBG 1%,Aroused,Myrcene
353,Legend OG,Indica,NA,4.7,105,THC 23%,CBG 1%,Sleepy,Myrcene
354,SinMint Cookies,Hybrid,"aka SMC, Sin Mint",4.5,102,THC 19%,CBG 1%,Tingly,Caryophyllene
355,Hawaiian Punch,Sativa,NA,4.4,114,THC 19%,CBG 2%,Happy,Terpinolene
356,Bubba Fett,Hybrid,NA,4.6,94,THC 16%,CBD 0%,Sleepy,Myrcene
357,Glookies,Hybrid,NA,4.4,14,THC 19%,CBG 1%,Giggly,Caryophyllene
358,Cookie Dawg,Hybrid,NA,4.4,45,THC 23%,CBG 1%,Sleepy,Myrcene
359,Jack Frost,Hybrid,NA,4.3,545,THC 20%,CBG 1%,Euphoric,Terpinolene
360,Tropic Thunder,Hybrid,NA,4.5,56,THC 19%,CBG 1%,Energetic,Myrcene
361,Mai Tai Cookies,Hybrid,NA,4.5,44,THC —,CBD —,Uplifted,
362,Sour Banana Sherbet,Hybrid,"aka Sour Banana Sherbert, Banana Sherbet Kush",4.6,223,THC 21%,CBG 1%,Happy,Myrcene
363,Space Monkey,Hybrid,NA,4.6,30,THC 22%,CBG 1%,Giggly,Pinene
364,Lemon Gelato,Hybrid,NA,4.9,14,THC 18%,CBG 1%,Euphoric,Myrcene
365,Durban,Hybrid,NA,4.5,45,THC 18%,CBG 1%,Energetic,Linalool
366,Critical,Hybrid,NA,4.4,25,THC 20%,CBG 1%,Sleepy,Pinene
367,Zerbert,Hybrid,NA,4.4,37,THC 15%,CBD 0%,Sleepy,Caryophyllene
368,Sweet Tart,Hybrid,NA,4.4,17,THC 24%,CBG 1%,Relaxed,Myrcene
369,King Tut,Sativa,"aka Tutankhamon, Pharaoh",4.5,250,THC 20%,CBG 1%,Energetic,Myrcene
370,Triple Chocolate Chip,Hybrid,NA,4.6,71,THC 23%,CBG 1%,Relaxed,Caryophyllene
371,Creme Brulee,Indica,NA,4.1,24,THC 21%,CBG 1%,Sleepy,Caryophyllene
372,Lavender,Indica,aka Lavender Kush,4.1,785,THC 18%,CBG 1%,Sleepy,Myrcene
373,King's Kush,Indica,aka King Kush,4.2,360,THC 21%,CBD 0%,Sleepy,Myrcene
374,Headbanger,Hybrid,aka Headbanger Kush,4.5,117,THC 21%,CBG 1%,Energetic,Limonene
375,Fruit Loops,Hybrid,aka Fruit Loop Haze,4.4,111,THC 20%,CBG 1%,Relaxed,Myrcene
376,Pre-98 Bubba Kush,Indica,"aka Pre-98 Bubba, P98",4.4,562,THC 15%,CBD 0%,Sleepy,Limonene
377,Dream Queen,Hybrid,NA,4.3,383,THC 16%,CBG 1%,Uplifted,Myrcene
378,Ice Cream Gelato,Hybrid,NA,4.5,25,THC 23%,CBD —,Giggly,
379,Holy Grail Kush,Hybrid,"aka Holy Grail, Holy Grail OG",4.5,743,THC 20%,CBG 1%,Relaxed,Limonene
380,Alien Dawg,Hybrid,aka Alien Dog,4.3,251,THC 16%,CBD 0%,Sleepy,Myrcene
381,Rockstar,Indica,NA,4.2,365,THC 16%,CBG 1%,Sleepy,Caryophyllene
382,I-95,Hybrid,NA,4.3,70,THC 20%,CBG 1%,Focused,Limonene
383,Banana Cream Cake,Hybrid,aka Banana Cake,4.6,27,THC 21%,CBD 0%,Giggly,Limonene
384,Punch Breath,Hybrid,NA,4.5,48,THC —,CBD —,Sleepy,
385,Hawaiian Haze,Sativa,NA,4.4,139,THC 16%,CBG 1%,Talkative,Myrcene
386,Tyson,Indica,"aka Mike Tyson, Mike Tyson OG",4.6,64,THC —,CBD —,Sleepy,
387,Pop Tarts,Hybrid,NA,4.7,15,THC —,CBD —,Hungry,
388,Cherry AK-47,Hybrid,NA,4.3,296,THC 20%,CBD 0%,Euphoric,Myrcene
389,Medellin,Hybrid,NA,4.4,69,THC 25%,CBG 1%,Energetic,Caryophyllene
390,Sweet Tooth,Indica,NA,4.2,638,THC 18%,CBG 1%,Euphoric,Myrcene
391,Sugar Black Rose,Indica,aka Black Sugar Rose,4.5,265,THC 29%,CBG 1%,Sleepy,Caryophyllene
392,Starfighter,Hybrid,NA,4.2,60,THC 18%,CBG 1%,Giggly,Limonene
393,Krypto Chronic,Hybrid,NA,4.7,38,THC —,CBD —,Happy,
394,Hawaiian Runtz,Hybrid,NA,4.6,11,THC —,CBD —,Uplifted,
395,Blackwater,Indica,aka Black Water,4.5,611,THC 18%,CBD 0%,Sleepy,Myrcene
396,MTF,Sativa,"aka Matanuska Thunder Fuck, Humble Warrior",4.3,214,THC 17%,CBG 1%,Euphoric,Myrcene
397,Grape Gasoline,Hybrid,NA,4.5,33,THC 21%,CBG 1%,Uplifted,Myrcene
398,Snowcap,Hybrid,"aka Sno Cap, SnoCap",4.1,511,THC 20%,CBG 2%,Energetic,Terpinolene
399,All Gas OG,Indica,"aka Gas, Asphalt Plant",3.9,25,THC 21%,CBD —,Hungry,
400,Sugar Cane,Hybrid,NA,4.2,19,THC 13%,CBD 0%,Energetic,Myrcene
401,Sour Cookies,Hybrid,NA,4.4,132,THC 21%,CBD 0%,Talkative,Caryophyllene
402,Purple Panty Dropper,Indica,NA,4.4,74,THC 22%,CBG 1%,Aroused,Limonene
403,Cherry Cookies,Hybrid,NA,4.5,77,THC 17%,CBG 1%,Happy,Caryophyllene
404,Ice Cream Man,Indica,NA,4.6,54,THC 20%,CBG 1%,Giggly,Terpinolene
405,Grape Diamonds,Hybrid,aka Grape Diamond,4.4,69,THC —,CBD —,Euphoric,
406,Pie Hoe,Hybrid,aka Grape Pie Hoe,4.6,73,THC 27%,CBG 1%,Aroused,Caryophyllene
409,White Cookies,Hybrid,NA,4.4,117,THC 22%,CBG 1%,Relaxed,Myrcene
410,Moon Boots,Hybrid,NA,4.7,16,THC 25%,CBG 1%,Uplifted,Caryophyllene
411,Point Break,Indica,NA,4.5,83,THC 23%,CBG 1%,Relaxed,Caryophyllene
412,Peanut Butter Gelato,Hybrid,NA,4.7,25,THC —,CBD —,Relaxed,
413,Kali Mist,Sativa,NA,4.1,309,THC 18%,CBG 1%,Energetic,Caryophyllene
414,Cherry Do-Si-Dos,Hybrid,aka Cherry Dosidos,4.7,18,THC —,CBD —,Tingly,
415,Glazed Apricot Gelato,Hybrid,"aka Apricot Gelato, Glazed Apricot",4.2,19,THC 16%,CBG 1%,Euphoric,Terpinolene
416,Tropicana Banana,Hybrid,NA,4.6,16,THC 16%,CBD 0%,Uplifted,Pinene
417,Chocolate OG,Indica,NA,4.7,73,THC 12%,CBD 0%,Giggly,Myrcene
418,Pink Champagne,Indica,"aka Phantom, Ken's Phantom, Wow Kush",4.7,129,THC 22%,CBG 1%,Sleepy,Myrcene
419,Star Killer,Hybrid,"aka Star Killer OG, Starkiller",4.6,334,THC 21%,CBG 1%,Sleepy,Caryophyllene
420,Apple Gelato,Hybrid,NA,4.7,13,THC —,CBD —,Focused,
421,Watermelon Gelato,Hybrid,NA,4.5,26,THC 18%,CBG 1%,Giggly,Limonene
423,Hell's OG,Hybrid,aka Hell OG,4.6,248,THC 23%,CBD 0%,Sleepy,Myrcene
424,Starburst,Hybrid,"aka Starburst OG, Starburst Kush",4.4,11,THC 11%,CBD 8%,Energetic,Myrcene
425,Black Tuna,Hybrid,aka Tuna Black,4.5,234,THC —,CBD —,Sleepy,
426,LA Pop Rocks,Hybrid,"aka LA Pop Rockz #4, LA Pop Rockz",4.5,36,THC —,CBD —,Relaxed,
427,Jack the Ripper,Sativa,aka JTR,4.2,455,THC 17%,CBG 1%,Energetic,Terpinolene
428,Cherry Bomb,Hybrid,NA,4.3,184,THC 18%,CBD 0%,Energetic,Pinene
429,Vanilla Kush,Indica,NA,4.3,555,THC 19%,CBG 1%,Sleepy,Myrcene
430,Strawberry Guava,Hybrid,NA,4.7,58,THC 23%,CBG 1%,Happy,Limonene
431,Lemonhead OG,Hybrid,"aka Lemonhead, Lemon Heads #2",4.7,102,THC 22%,CBD 0%,Talkative,Myrcene
433,Space Candy,Hybrid,NA,4.6,123,THC 17%,CBG 1%,Happy,Terpinolene
434,Liberty Haze,Hybrid,NA,4.4,289,THC 22%,CBG 1%,Energetic,Limonene
435,First Class Funk,Hybrid,NA,4.8,21,THC 27%,CBG 1%,Euphoric,Limonene
436,OZ Kush,Hybrid,NA,4.4,10,THC —,CBD —,Euphoric,
437,Pai Gow,Hybrid,NA,4.2,31,THC —,CBD —,Creative,
438,Frosted Flakes,Hybrid,NA,4.7,19,THC 24%,CBG 1%,Aroused,Myrcene
439,OGKZ,Hybrid,NA,4.4,16,THC —,CBD —,Talkative,
440,Lemon Drop,Hybrid,NA,4.0,219,THC 16%,CBD 0%,Giggly,Myrcene
441,El Jefe,Indica,aka Jefe OG,4.5,109,THC 19%,CBD 0%,Tingly,Limonene
442,Pineapple OG,Sativa,"aka Pineapple OG Kush, OG Pineapple",4.7,101,THC 17%,CBG 1%,Energetic,Pinene
443,Hash Plant,Indica,aka Hashplant,4.1,476,THC 19%,CBD 0%,Sleepy,Myrcene
444,Chocolate Mint OG,Hybrid,NA,4.6,40,THC 21%,CBG 1%,Hungry,Caryophyllene
445,Green Goblin,Sativa,NA,4.3,129,THC 14%,CBG 1%,Giggly,Myrcene
446,Platinum Cake,Hybrid,"aka Platinum Cheese Cake, Platinum Cheesecake",4.4,28,THC 20%,CBD 0%,Tingly,Myrcene
447,Chem de la Chem,Sativa,NA,4.7,26,THC 18%,CBD 0%,Hungry,Limonene
448,Tiger's Milk,Indica,aka Tiger Milk,4.7,178,THC —,CBD —,Euphoric,
449,Sour Dubb,Hybrid,"aka Sour Dubble, Sour Double, Sour Dubb Dawg",4.7,29,THC 18%,CBG 1%,Talkative,Limonene
450,Diablo,Indica,NA,4.0,336,THC 20%,CBD 0%,Sleepy,Myrcene
451,White Gold,Hybrid,aka Oro Blanco,4.7,168,THC 21%,CBG 1%,Focused,Myrcene
452,Peanut Butter and Jelly,Hybrid,"aka PBJ, PB&J",4.3,31,THC —,CBD —,Hungry,
453,Collins Ave,Hybrid,NA,4.8,29,THC 22%,CBD 0%,Uplifted,Limonene
454,Presidential OG,Indica,"aka Presidential Kush, Presidential OG Kush",4.4,392,THC 18%,CBG 1%,Sleepy,Caryophyllene
455,Gorilla Breath,Hybrid,NA,4.4,40,THC 22%,CBG 1%,Tingly,Myrcene
456,Kitchen Sink,Hybrid,NA,4.7,60,THC —,CBD —,Creative,
457,Blueberry Space Cake,Indica,NA,4.6,106,THC —,CBD —,Sleepy,
458,Glueberry,Hybrid,aka Glueberry OG,4.4,25,THC 19%,CBG 1%,Aroused,Myrcene
459,GG5,Hybrid,"aka Gorilla Glue #5, New Glue, Gorilla Glue 5",4.5,147,THC 24%,CBG 1%,Relaxed,Limonene
460,Strawberry Gelato,Hybrid,NA,4.8,22,THC 20%,CBG 1%,Tingly,Caryophyllene
461,Sour Grape,Hybrid,NA,4.2,213,THC 18%,CBG 1%,Talkative,Myrcene
462,Purple Diesel,Hybrid,NA,4.2,536,THC 15%,CBG 1%,Energetic,Myrcene
463,Apple Sundae,Sativa,NA,4.6,28,THC 18%,CBD 0%,Uplifted,Pinene
464,Peanut Butter Cookies,Hybrid,"aka PB Cookies, Peanut Butter Cookie",4.6,17,THC 22%,CBG 3%,Giggly,Caryophyllene
465,10th Planet,Hybrid,aka Tenth Planet,4.5,42,THC 17%,CBD 0%,Giggly,Myrcene
466,Bruce Banner #3,Hybrid,"aka BB3, Bruce Banner 3",4.5,334,THC 20%,CBG 1%,Creative,Caryophyllene
467,OG Cookies,Hybrid,NA,4.5,22,THC 20%,CBG 1%,Hungry,Caryophyllene
468,Ayahuasca Purple,Indica,NA,4.6,96,THC 10%,CBD 0%,Relaxed,Myrcene
469,Divorce Cake,Hybrid,NA,4.4,27,THC 19%,CBG 1%,Sleepy,Limonene
470,Zkittlez Cake,Hybrid,"aka Skittles Cake, Zkittlez x Wedding Cake",4.7,19,THC 20%,CBD —,Giggly,
471,Banana Hammock,Indica,aka Banana Hammock R1,4.4,86,THC 13%,CBD 0%,Relaxed,Myrcene
472,God Bud,Indica,aka Purple God Bud,4.2,615,THC 15%,CBG 1%,Sleepy,Myrcene
473,Fish Scale,Hybrid,aka Fish Scales,4.3,7,THC 25%,CBD —,Sleepy,
474,Candy Store,Hybrid,NA,4.7,27,THC 24%,CBG 2%,Happy,Caryophyllene
475,Cherry Chem,Hybrid,NA,4.5,28,THC 20%,CBG 1%,Creative,Caryophyllene
476,El Chapo OG,Indica,NA,4.7,77,THC —,CBD —,Sleepy,
477,Zsweet Insanity,Hybrid,NA,4.7,20,THC 23%,CBG 1%,Happy,Terpinolene
478,Platinum Kush Breath,Hybrid,NA,4.7,15,THC 23%,CBG 1%,Sleepy,Limonene
479,Mandarin Zkittlez,Hybrid,"aka Mandarin Zkittles, Mandarin Skittles",4.1,30,THC 19%,CBG 1%,Focused,Pinene
480,Grape Runtz,Hybrid,aka Grape Runts,4.5,17,THC 27%,CBG 1%,Hungry,Caryophyllene
481,Wedding Gelato,Hybrid,NA,4.8,21,THC —,CBD —,Giggly,
482,Chernobyl,Hybrid,NA,4.3,820,THC 19%,CBG 1%,Energetic,Terpinolene
483,J1,Hybrid,"aka Jack One, Jack 1, J-1",4.4,635,THC 19%,CBG 1%,Energetic,Terpinolene
484,Orangeade,Hybrid,NA,3.9,41,THC 17%,CBG 1%,Happy,Limonene
485,MAC #10,Hybrid,"aka Miracle Alien Cookies #10, MAC 10, MAC TEN",4.9,20,THC 17%,CBG 1%,Euphoric,Terpinolene
486,Rocket Fuel,Hybrid,NA,4.5,99,THC 24%,CBG 1%,Uplifted,Limonene
487,Shishkaberry,Indica,aka Kish,4.2,373,THC 17%,CBG 1%,Sleepy,Myrcene
488,Lemon Pie,Sativa,NA,4.3,53,THC 18%,CBG 1%,Energetic,Myrcene
489,Lucid Blue,Sativa,NA,4.4,24,THC 16%,CBD 0%,Uplifted,Pinene
490,Kimbo Kush,Hybrid,NA,4.4,245,THC 18%,CBG 2%,Sleepy,Myrcene
491,Cement Shoes,Indica,"aka Concrete Slippers, Concrete Shoes",4.8,24,THC 22%,CBD 0%,Aroused,Caryophyllene
492,Orange Cream,Hybrid,aka Orange Cream #26,4.4,36,THC 18%,CBG 1%,Tingly,Caryophyllene
493,Ecto Cooler,Hybrid,NA,4.4,92,THC —,CBD —,Focused,
494,Chocolate Kush,Indica,NA,4.5,85,THC 17%,CBD 0%,Relaxed,Myrcene
495,Tres Leches,Hybrid,NA,4.6,18,THC 26%,CBD 0%,Creative,Limonene
496,Lemon Royale,Hybrid,NA,4.4,36,THC 26%,CBG 2%,Uplifted,Limonene
497,Planet of the Grapes,Hybrid,NA,4.3,20,THC —,CBD —,Relaxed,
498,Blueberry Diesel,Hybrid,aka Blueberry Sour Diesel,4.1,364,THC 19%,CBG 1%,Euphoric,Myrcene
499,Hippie Crasher,Indica,NA,4.4,34,THC —,CBD —,Tingly,
500,﻿Smarties,Hybrid,NA,4.4,12,THC 17%,CBD 0%,Sleepy,Myrcene
501,Lemon G,Sativa,NA,4.4,234,THC 17%,CBD 0%,Uplifted,Limonene
502,White Buffalo,Sativa,aka Tatanka,4.5,266,THC 19%,CBD 0%,Energetic,Caryophyllene
503,Cherry Gorilla,Hybrid,aka Cherry Gorilla Glue,4.6,49,THC 22%,CBG 1%,Relaxed,Pinene
504,Sour Jack,Sativa,NA,4.5,227,THC 16%,CBG 1%,Energetic,Myrcene
505,Gummiez,Hybrid,NA,4.5,28,THC 24%,CBG 1%,Giggly,Limonene
507,Blueberry Haze,Hybrid,NA,4.2,343,THC 18%,CBD 0%,Euphoric,Myrcene
508,Triple OG,Hybrid,NA,4.6,14,THC 22%,CBG 1%,Relaxed,Caryophyllene
509,Black Afghan,Indica,NA,4.6,102,THC —,CBD —,Sleepy,
510,Bubba OG,Indica,aka OG Bubba,4.3,321,THC 17%,CBD 0%,Sleepy,Myrcene
511,Black Cherry Pie,Hybrid,NA,4.8,38,THC —,CBD —,Happy,
512,Secret Weapon,Hybrid,NA,4.9,8,THC 18%,CBG 1%,Focused,Caryophyllene
513,Gator Breath,Hybrid,NA,4.8,18,THC 26%,CBG 1%,Aroused,Caryophyllene
514,Pink Starburst,Hybrid,NA,4.4,53,THC 25%,CBD 0%,Uplifted,Limonene
515,Yoda OG,Indica,aka Yoda,4.4,361,THC 21%,CBD 0%,Sleepy,Caryophyllene
516,Banana Split,Hybrid,NA,4.3,107,THC 14%,CBD 0%,Happy,Myrcene
517,Strawberry Amnesia,Sativa,NA,4.5,72,THC 20%,CBD 0%,Talkative,Caryophyllene
518,Tropic Truffle,Hybrid,NA,4.7,23,THC 20%,CBG 1%,Uplifted,Pinene
519,Blueberry Pie,Hybrid,NA,4.4,113,THC 23%,CBG 1%,Relaxed,Caryophyllene
520,ECSD,Sativa,aka East Coast Sour Diesel,4.3,258,THC 24%,CBG 1%,Energetic,Limonene
521,Chem Cookies,Hybrid,NA,4.5,37,THC 22%,CBG 1%,Tingly,Myrcene
522,Banana Bread,Hybrid,NA,4.1,28,THC 22%,CBD 0%,Tingly,Caryophyllene
523,Big Buddha Cheese,Hybrid,NA,4.1,280,THC 18%,CBD 0%,Uplifted,Myrcene
524,Lime OG,Hybrid,NA,4.6,33,THC 22%,CBG 2%,Tingly,Myrcene
525,Red Congolese,Sativa,aka Red Congo,4.6,235,THC 23%,CBD 0%,Energetic,Myrcene
526,3 Kings,Hybrid,aka Three Kings,4.4,352,THC 19%,CBD 0%,Uplifted,Caryophyllene
527,Unicorn Piss,Hybrid,NA,4.2,18,THC 24%,CBG 1%,Tingly,Limonene
