Name,Type,Alias,Rating,Num_Reviews,THC%,Other_Cannabinoids,Main_Effect,Terpene,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
Ghost OG,Hybrid,aka Ghost OG Kush,4.5,643.0,THC 19%,CBD 0%,Relaxed,Myrcene,,,,,,0.0,0.017,0.005,0.0,0.007,0.0,0.0,0.139,0.002,0.007,0.041,0.155,0.063,0.0,0.497,1.517,,0.121,0.662,0.0,0.0,,0.68,0.0,21.4,0.0,0.0,0.06,0.0,0.0,0.0,0.48,0.11,0.0,
Master Kush,Indica,"aka High Rise, Grandmaster Kush, Purple SoCal Master Kush",4.3,1791.0,THC 17%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.005,0.017,0.0,0.003,0.0,0.0,0.091,0.0,0.004,0.143,0.129,0.018,0.0,0.437,0.099,,0.034,0.185,0.001,0.0,,1.4,0.0,13.43,0.0,0.0,0.03,0.0,0.0,0.0,0.37,0.04,0.02,
Banana OG,Hybrid,,4.3,573.0,THC 20%,CBG 1%,Sleepy,Limonene,,,,,,0.0,0.015,0.079,0.0,0.0,0.0,0.0,0.13,0.0,0.012,0.003,0.132,0.042,0.0,0.431,0.043,,0.077,0.216,0.0,0.0,,4.87,0.13,68.88,0.06,0.0,0.25,0.0,0.03,0.0,0.48,0.28,0.22,
OGKB,Hybrid,aka OG Kush Breath,4.4,81.0,THC 25%,CBG 1%,Sleepy,Terpinolene,,,,,,0.0,0.011,0.013,0.0,0.0,0.0,0.0,0.166,0.0,0.008,0.093,0.288,0.048,0.0,0.786,0.722,,0.094,0.484,0.0,0.0,,0.74,0.0,29.59,0.0,0.0,0.1,0.0,0.0,0.0,1.5,0.05,0.0,
Lemon Cake,Sativa,,4.4,212.0,THC 17%,CBG 1%,Uplifted,Myrcene,,,,,,0.019,0.004,0.031,0.018,0.001,0.005,0.004,0.04,0.004,0.367,0.133,0.177,0.049,0.01,0.467,0.154,,0.075,0.155,0.008,0.002,,0.43,0.0,14.72,0.0,0.0,0.04,0.0,0.0,0.0,0.48,0.02,0.0,
Venom OG,Hybrid,"aka Venom, Venom OG Kush",4.4,287.0,THC 20%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.018,0.007,0.0,0.0,0.0,0.0,0.181,0.0,0.006,0.0,0.118,0.058,0.0,0.388,0.58,,0.114,0.633,0.0,0.0,,1.18,0.0,23.65,0.0,0.0,0.02,0.0,0.0,,0.48,0.11,0.0,
Super Skunk,Indica,,4.2,600.0,THC 16%,CBG 1%,Sleepy,Caryophyllene,,,,,,0.0,0.005,0.01,0.0,0.0,0.0,0.0,0.087,0.0,0.004,0.0,0.181,0.014,0.0,0.442,0.219,,0.026,0.154,0.0,0.0,,0.31,0.0,14.74,0.01,0.0,0.05,0.0,0.0,0.01,0.2,0.06,0.0,
Lemon Kush,Hybrid,aka Cali Lemon Kush,4.1,1236.0,THC 19%,CBG 1%,Giggly,Myrcene,,,,,,0.0,0.013,0.018,0.0,0.011,0.081,0.0,0.218,0.003,0.009,0.053,0.129,0.046,0.0,0.409,0.217,,0.085,0.659,0.0,0.0,,0.78,0.0,26.91,0.0,0.0,0.07,0.0,0.0,0.0,0.83,0.13,0.0,
Larry OG,Hybrid,"aka Lemon Larry, Sour Larry, Zour Larry",4.2,812.0,THC 20%,CBD 0%,Hungry,Myrcene,,,,,,0.0,0.022,0.008,0.0,0.034,0.0,0.0,0.0,0.0,0.036,0.018,0.14,0.07,0.0,0.391,0.093,,0.107,0.501,0.0,0.0,,0.43,0.0,21.59,0.02,0.0,0.04,0.0,0.0,0.0,0.49,0.12,0.0,
Golden Goat,Hybrid,,4.5,1434.0,THC 19%,CBG 1%,Energetic,Terpinolene,,,,,,0.049,0.006,0.006,0.007,0.0,0.07,0.008,0.031,0.112,1.176,0.029,0.117,0.22,0.034,0.316,0.526,,0.208,0.3,0.016,0.0,,0.48,0.0,27.65,0.0,0.0,0.07,0.0,0.0,0.0,0.75,0.1,0.0,
NYC Diesel,Hybrid,"aka New York Diesel, New York City Diesel, NYC Sour Diesel",4.2,955.0,THC 20%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.009,0.005,0.0,0.0,0.0,0.0,0.078,0.0,0.003,0.083,0.088,0.061,0.0,0.291,0.64,,0.07,0.307,0.0,0.0,,0.65,0.0,21.46,0.0,0.0,0.04,0.0,0.0,0.0,0.67,0.12,0.0,
Cheese,Hybrid,aka Dinafem Cheese,4.0,1583.0,THC 18%,CBD 0%,Hungry,Myrcene,,,,,,0.0,0.164,0.156,0.129,0.019,0.008,0.0,2.276,0.027,0.186,0.02,4.755,0.607,0.016,12.064,1.894,,1.123,7.745,0.035,0.0,,,,,,,,,,,,,,
Critical Kush,Indica,,4.4,712.0,THC 18%,CBG 1%,Sleepy,Myrcene,,,,,,0.019,0.0,0.008,0.0,0.0,0.053,0.0,0.019,0.363,0.562,0.04,0.084,0.042,0.015,0.211,0.125,,0.054,0.132,0.01,0.002,,2.58,0.0,14.62,0.04,0.0,0.11,0.0,0.0,0.0,4.26,0.25,0.06,
Chocolope,Sativa,aka D-Line,4.3,1372.0,THC 22%,CBG 3%,Energetic,Terpinolene,,,,,,0.0,0.0,0.277,0.0,0.0,0.015,0.0,0.122,0.0,0.011,0.467,0.685,0.033,0.0,2.027,0.078,,0.055,0.227,0.0,0.0,,2.8,0.0,69.89,0.0,0.0,0.17,0.0,0.0,0.0,1.46,0.21,0.0,
Sour Tangie,Sativa,aka Sunva,4.6,695.0,THC 18%,CBD 0%,Energetic,Myrcene,,,,,,0.0,0.004,0.008,0.0,0.0,0.0,0.0,0.02,0.007,0.004,0.072,0.12,0.023,0.0,0.292,0.11,,0.033,0.11,0.0,0.0,,0.23,0.0,16.31,0.0,0.0,0.08,0.0,0.0,0.0,0.42,0.08,0.0,
Death Star,Indica,aka Deathstar,4.5,1433.0,THC 19%,CBD 0%,Sleepy,Caryophyllene,,,,,,0.0,0.012,0.023,0.0,0.0,0.0,0.0,0.103,0.0,0.043,0.0,0.194,0.038,0.0,0.578,0.139,,0.077,0.315,0.0,0.0,,0.36,0.0,14.14,0.04,0.0,0.09,0.0,0.01,0.01,0.63,0.03,0.01,
Blueberry Kush,Indica,aka Blueberry OG Kush,4.2,1101.0,THC 18%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.017,0.005,0.0,0.0,0.014,0.0,0.062,0.0,0.007,0.05,0.064,0.926,0.0,0.177,0.57,,0.364,0.239,0.0,0.0,,0.35,0.0,23.27,0.0,0.0,0.06,0.0,0.0,0.0,0.27,0.06,0.0,
Key Lime Pie,Hybrid,"aka Key Lime GSC, Key Lime Cookies",4.5,378.0,THC 20%,CBG 1%,Happy,Caryophyllene,,,,,,0.0,0.001,0.0,0.0,0.001,0.051,0.0,0.033,0.0,0.0,0.0,0.149,0.019,0.0,0.388,0.091,,0.039,0.244,0.0,0.0,,0.45,0.02,18.76,0.02,0.0,0.08,0.0,0.0,0.0,0.29,0.12,0.07,
Pink Lemonade,Hybrid,,4.5,185.0,THC 18%,CBG 1%,Energetic,Ocimene,,,,,,0.0,0.004,0.007,0.003,0.0,0.078,0.0,0.044,0.023,0.0,0.002,0.043,0.025,0.0,0.154,0.269,,0.03,0.13,0.0,0.0,,0.41,0.0,11.61,0.0,0.0,0.1,0.0,0.0,0.0,0.64,0.02,0.0,
Mango Haze,Sativa,,4.5,330.0,THC 20%,CBD 0%,Energetic,Terpinolene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.035,0.361,0.0,0.101,0.643,,0.144,0.075,0.0,0.0,,0.29,0.15,20.2,0.0,0.0,0.08,0.0,0.0,0.02,0.2,0.04,0.0,
Lemon OG,Hybrid,aka Lemon OG Kush,4.3,540.0,THC 19%,CBD 0%,Hungry,Caryophyllene,,,,,,0.0,0.012,0.166,0.027,0.019,0.0,0.0,0.47,0.011,0.013,0.523,0.562,0.096,0.0,1.419,0.261,,0.109,0.489,0.0,0.0,,4.6,0.0,67.65,0.0,0.05,0.9,0.0,0.0,0.0,1.47,0.19,0.06,
Super Sour Diesel,Sativa,"aka Super Diesel, Super Sour",4.4,613.0,THC 23%,CBD 0%,Energetic,Limonene,,,,,,0.0,0.027,0.009,0.0,0.04,0.0,0.0,0.0,0.0,0.042,0.017,0.141,0.089,0.0,0.382,0.312,,0.123,0.655,0.0,0.0,,0.7,0.01,21.7,0.03,0.0,0.05,0.0,0.0,0.0,0.46,0.11,0.02,
Mango,Indica,aka Mango OG,4.1,531.0,THC 17%,CBD 0%,Hungry,Myrcene,,,,,,0.0,0.005,0.008,0.0,0.0,0.0,0.0,0.053,0.204,0.002,0.08,0.089,0.088,0.0,0.235,0.464,,0.054,0.097,0.0,0.0,,0.73,0.0,18.66,0.0,0.0,0.06,0.0,0.0,0.0,1.58,0.13,0.0,
Grapefruit,Sativa,,4.2,597.0,THC 19%,CBD 0%,Energetic,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.04,0.66,0.0,0.148,1.252,,0.315,0.095,0.0,0.0,,1.7,0.0,16.09,0.0,0.0,0.05,0.0,0.0,0.0,0.17,0.04,0.03,
Black Jack,Hybrid,,4.4,529.0,THC 19%,CBG 1%,Energetic,Terpinolene,,,,,,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.082,0.0,0.034,0.042,0.114,0.036,0.0,0.317,0.201,,0.064,0.295,0.0,0.0,,0.31,0.0,18.18,0.01,0.0,0.05,0.0,0.0,0.0,1.12,0.04,0.01,
The White,Hybrid,,4.5,370.0,THC 21%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.006,0.006,0.0,0.0,0.002,0.0,0.027,0.0,0.005,0.044,0.073,0.025,0.0,0.24,0.414,,0.047,0.186,0.0,0.0,,0.61,0.03,19.6,0.01,0.0,0.07,0.0,0.0,0.0,0.52,0.05,0.0,
Godfather OG,Indica,"aka Godfather, The Don of All OGs",4.5,219.0,THC 18%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.0,0.003,0.006,0.0,0.026,0.0,0.005,0.013,0.0,0.024,0.024,0.002,0.0,0.059,0.5,,0.007,0.005,0.001,0.0,,2.25,0.0,13.02,0.0,0.02,0.05,0.0,0.0,0.0,0.17,0.02,0.04,
Dutch Treat,Hybrid,,4.3,1046.0,THC 19%,CBG 1%,Euphoric,Terpinolene,,,,,,0.058,0.0,0.003,0.006,0.0,0.052,0.0,0.057,0.478,1.663,0.028,0.053,0.1,0.035,0.123,0.971,,0.165,0.309,0.025,0.0,,0.39,0.0,22.09,0.0,0.0,0.11,0.0,0.0,0.0,1.36,0.17,0.0,
Strawberry Lemonade,Sativa,aka Mike's Strawberry Lemonade,4.3,258.0,THC 20%,CBD 0%,Energetic,Myrcene,,,,,,0.0,0.002,0.004,0.0,0.0,0.034,0.0,0.054,0.05,0.0,0.052,0.038,0.011,0.0,0.142,1.097,,0.029,0.078,0.0,0.0,,0.84,0.0,23.06,0.0,0.0,0.08,0.0,0.0,0.0,0.24,0.12,0.0,
Grape Stomper,Hybrid,aka Sour Grapes,4.3,399.0,THC 18%,CBG 1%,Tingly,Myrcene,,,,,,0.0,0.01,0.004,0.0,0.0,0.093,0.0,0.193,0.088,0.004,0.0,0.117,0.033,0.0,0.423,0.847,,0.062,0.402,0.0,0.0,,2.26,0.0,24.92,0.0,0.0,0.05,0.0,0.0,0.0,1.61,0.17,0.0,
Lemon Meringue,Sativa,aka Lemon Meringue Pie,4.6,249.0,THC 21%,CBG 2%,Energetic,Terpinolene,,,,,,0.0,0.014,0.007,0.0,0.0,0.053,0.0,0.197,0.0,0.033,0.002,0.065,0.045,0.0,0.141,1.24,,0.083,0.256,0.0,0.0,,0.3,0.0,33.37,0.0,0.0,0.08,0.0,0.0,0.0,0.74,0.16,0.0,
24k Gold,Hybrid,aka 24k,4.5,325.0,THC 20%,CBG 1%,Relaxed,Myrcene,,,,,,0.0,0.011,0.003,0.0,0.001,0.0,0.0,0.075,0.001,0.007,0.0,0.074,0.045,0.0,0.192,1.583,,0.091,0.493,0.0,0.0,,0.43,0.0,24.35,0.0,0.0,0.09,0.0,0.0,0.0,0.5,0.18,0.0,
Lucky Charms,Hybrid,,4.5,223.0,THC 23%,CBD 0%,Creative,Limonene,,,,,,0.0,0.027,0.014,0.0,0.028,0.0,0.0,0.298,0.002,0.013,0.163,0.35,0.102,0.0,1.199,0.316,,0.162,1.081,0.0,0.0,,1.23,0.0,23.94,0.0,0.0,0.08,0.0,0.0,0.0,4.6,0.18,0.03,
Face Off OG,Indica,"aka Faceoff OG Kush, Face Off, OG Face Off",4.7,164.0,THC 22%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.015,0.003,0.0,0.001,0.0,0.0,0.157,0.003,0.008,0.027,0.126,0.057,0.0,0.424,1.553,,0.111,0.725,0.0,0.0,,0.42,0.0,24.67,0.0,0.0,0.08,0.0,0.0,0.0,0.89,0.09,0.0,
Sour OG,Hybrid,aka Sour OG Kush,4.3,769.0,THC 21%,CBD 0%,Talkative,Limonene,,,,,,0.0,0.0,0.073,0.0,0.023,0.012,0.0,0.189,0.0,0.0,0.425,0.631,0.032,0.0,1.738,0.024,,0.037,0.158,0.0,0.0,,11.79,0.04,69.72,0.0,0.08,0.19,0.0,0.0,0.0,1.01,0.27,0.16,
Diamond OG,Indica,,4.5,423.0,THC 17%,CBD 0%,Sleepy,Pinene,,,,,,0.0,0.0,0.073,0.0,0.0,0.041,0.026,0.208,0.0,0.0,0.137,0.177,0.0,0.0,0.494,0.0,,0.0,0.01,0.0,0.0,,6.11,0.1,72.86,0.06,0.0,0.22,0.0,0.0,0.0,2.02,0.32,0.3,
Black Domina,Indica,,4.1,339.0,THC 20%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.01,0.012,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.045,0.155,0.0,0.143,0.464,,0.087,0.085,0.0,0.0,,0.36,0.0,21.3,0.0,0.0,0.05,0.0,0.0,0.0,0.92,0.1,0.0,
SFV OG Kush,Indica,"aka San Fernando Valley Kush, SFV OG, SFV, San Fernando Valley OG",4.4,242.0,THC 19%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.142,0.033,0.0,0.471,1.175,,0.067,0.371,0.0,0.0,,1.95,0.0,19.87,0.0,0.0,0.02,0.0,0.0,0.0,0.63,0.09,0.01,
Pineapple,Hybrid,aka Pineapple OG,4.2,537.0,THC 13%,CBG 1%,Happy,Myrcene,,,,,,0.0,0.0,0.048,0.0,0.0,0.012,0.0,0.211,0.024,0.053,0.04,0.6,0.01,0.0,1.301,0.06,,0.013,0.073,0.0,0.0,,0.91,0.05,85.77,0.04,0.0,0.16,0.0,0.0,0.0,1.02,0.14,0.0,
Blueberry Cookies,Hybrid,,4.6,154.0,THC 16%,CBD 0%,Tingly,Myrcene,,,,,,0.0,0.014,0.015,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.115,0.552,0.0,0.413,0.964,,0.239,0.154,0.0,0.0,,0.78,0.0,17.89,0.0,0.0,0.07,0.0,0.0,0.0,0.45,0.06,0.0,
Laughing Buddha,Sativa,,4.5,263.0,THC 22%,CBG 2%,Giggly,Myrcene,,,,,,0.0,0.023,0.0,0.0,0.006,0.0,0.0,0.057,0.0,0.016,0.0,0.136,0.055,0.0,0.46,0.319,,0.09,0.573,0.0,0.0,,0.76,0.0,26.38,0.0,0.0,0.07,0.0,0.0,0.0,0.68,0.11,0.0,
OG #18,Hybrid,"aka Private Reserve OG, Private Reserve, OG 18",4.6,458.0,THC 22%,CBG 1%,Relaxed,Limonene,,,,,,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.012,0.055,0.035,0.0,0.126,0.246,,0.074,0.439,0.0,0.0,,,,,,,,,,,,,,
Black Widow,Hybrid,,4.2,362.0,THC 18%,CBG 1%,Hungry,Terpinolene,,,,,,0.0,0.011,0.012,0.004,0.0,0.051,0.0,0.108,0.009,0.004,0.012,0.113,0.069,0.0,0.323,0.232,,0.086,0.494,0.0,0.0,,0.84,0.0,20.97,0.0,0.0,0.07,0.0,0.0,0.0,0.44,0.09,0.0,
Billy Kimber,Hybrid,,4.7,70.0,THC 23%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.012,0.0,0.0,0.024,0.0,0.0,0.183,0.0,0.0,0.019,0.144,0.04,0.0,0.457,0.391,,0.083,0.382,0.0,0.0,,1.97,0.0,26.09,0.0,0.0,0.02,0.0,0.0,0.0,0.84,0.13,0.0,
Purple Trainwreck,Hybrid,"aka Granddaddy Trainwreck, Granddaddy Wreck, Purple Wreck",4.2,686.0,THC 17%,CBG 1%,Euphoric,Terpinolene,,,,,,0.026,0.003,0.007,0.006,0.004,0.005,0.004,0.069,0.006,0.618,0.165,0.132,0.055,0.02,0.348,0.342,,0.099,0.174,0.011,0.001,,0.49,0.0,20.38,0.0,0.0,0.05,0.0,0.0,0.0,0.79,0.08,0.0,
Lemon Diesel,Hybrid,,4.2,597.0,THC 17%,CBD 0%,Energetic,Myrcene,,,,,,0.0,0.0,0.076,0.0,0.0,0.306,0.0,0.061,0.0,0.0,0.711,0.441,0.0,0.0,1.507,0.045,,0.022,0.203,0.0,0.0,,4.49,0.03,74.15,0.0,0.0,0.15,0.0,0.0,0.0,2.31,0.25,0.09,
Pineapple Kush,Hybrid,,4.1,672.0,THC 18%,CBG 1%,Giggly,Myrcene,,,,,,0.0,0.002,0.008,0.0,0.0,0.006,0.0,0.014,0.207,0.0,0.018,0.027,0.183,0.0,0.091,0.402,,0.056,0.024,0.0,0.0,,3.35,0.0,7.96,0.02,0.0,0.04,0.0,0.0,0.0,2.74,0.34,0.0,
THC Bomb,Hybrid,,4.1,250.0,THC 20%,CBG 1%,Hungry,Caryophyllene,,,,,,0.0,0.017,0.242,0.0,0.0,0.011,0.0,0.065,0.015,0.02,0.028,1.018,0.177,0.0,2.224,0.379,,0.172,0.411,0.004,0.0,,3.06,0.0,70.1,0.0,0.0,0.2,0.0,0.0,0.0,2.47,0.25,0.0,
Incredible Hulk,Sativa,aka The Hulk,4.5,119.0,THC 16%,CBG 1%,Energetic,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.122,0.0,0.0,0.052,0.056,0.0,0.131,0.295,,0.036,0.079,0.0,0.0,,0.96,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.08,0.0,
Sunset,Indica,aka Sunset OG,4.2,67.0,THC 18%,CBG 1%,Sleepy,Caryophyllene,,,,,,0.0,0.009,0.014,0.0,0.02,0.0,0.0,0.11,0.005,0.005,0.055,0.093,0.026,0.0,0.288,0.354,,0.048,0.284,0.0,0.0,,0.33,0.01,19.29,0.02,0.0,0.08,0.0,0.0,0.01,0.78,0.22,0.0,
Peach Ringz,Hybrid,,4.4,27.0,THC 21%,CBG 1%,Happy,Limonene,,,,,,0.0,0.011,0.0,0.0,0.0,0.107,0.0,0.179,0.0,0.002,0.0,0.044,0.035,0.0,0.164,0.055,,0.061,0.336,0.0,0.0,,1.18,0.0,24.26,0.0,0.0,0.04,0.0,0.0,0.02,0.63,0.06,0.0,
Deadhead OG,Hybrid,"aka Dead Head, Deadhead, Deadhead OG Kush",4.3,581.0,THC 22%,CBD 0%,Euphoric,Caryophyllene,,,,,,0.0,0.009,0.005,0.0,0.0,0.048,0.006,0.057,0.002,0.008,0.017,0.095,0.347,0.0,0.204,1.667,,0.184,0.199,0.0,0.0,,0.76,0.0,23.43,0.0,0.0,0.07,0.0,0.0,0.0,0.15,0.05,,
Blueberry Cheesecake,Hybrid,aka Blue Cheesecake,4.3,278.0,THC 17%,CBG 1%,Happy,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.106,0.037,0.0,0.379,0.1,,0.06,0.32,0.0,0.0,,1.29,0.0,18.55,0.0,0.0,0.03,0.0,0.0,0.01,0.31,0.07,0.0,
Han Solo Burger,Hybrid,,4.6,38.0,THC —,CBD —,Relaxed,,,,,,,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.131,0.253,0.048,0.0,0.611,0.162,,0.094,0.703,0.0,0.0,,0.39,0.0,25.27,0.0,0.0,0.04,0.0,0.0,0.0,0.71,0.09,0.0,
Pineapple Chunk,Hybrid,,4.4,388.0,THC 19%,CBG 1%,Tingly,Terpinolene,,,,,,0.0,0.008,0.002,0.001,0.001,0.064,0.0,0.065,0.0,0.006,0.062,0.149,0.029,0.0,0.496,0.38,,0.053,0.375,0.0,0.0,,0.45,0.0,22.32,0.0,0.0,0.05,0.0,0.0,0.0,0.59,0.02,0.0,
Legend OG,Indica,,4.7,105.0,THC 23%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.011,0.01,0.0,0.008,0.0,0.0,0.116,0.0,0.013,0.0,0.124,0.037,0.0,0.4,0.568,,0.078,0.333,0.0,0.0,,0.93,0.0,20.43,0.0,0.0,0.01,0.0,0.0,0.0,0.75,0.12,0.0,
Cookie Dawg,Hybrid,,4.4,45.0,THC 23%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.007,0.012,0.0,0.0,0.0,0.0,0.034,0.0,0.002,0.079,0.145,0.024,0.0,0.365,0.608,,0.048,0.202,0.0,0.0,,0.49,0.0,22.35,0.0,0.0,0.06,0.0,0.0,0.04,1.02,0.1,0.0,
Jack Frost,Hybrid,,4.3,545.0,THC 20%,CBG 1%,Euphoric,Terpinolene,,,,,,1.044,0.015,0.149,0.282,0.036,0.009,0.141,0.176,1.155,24.326,0.056,4.674,1.766,1.061,11.855,1.557,,3.014,2.457,0.871,0.135,,,,,,,,,,,,,,
Durban,Hybrid,,4.5,45.0,THC 18%,CBG 1%,Energetic,Linalool,,,,,,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.003,0.013,0.0,0.048,0.016,0.0,0.137,0.304,,0.02,0.041,0.0,0.0,,0.85,0.0,15.37,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.06,0.0,
Sweet Tart,Hybrid,,4.4,17.0,THC 24%,CBG 1%,Relaxed,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.166,0.0,0.0,0.069,0.26,0.0,0.222,1.673,,0.091,0.147,0.0,0.0,,1.58,0.0,25.4,0.0,0.0,0.03,0.0,0.0,0.0,1.24,0.13,0.0,
Creme Brulee,Indica,,4.1,24.0,THC 21%,CBG 1%,Sleepy,Caryophyllene,,,,,,0.0,0.0,0.009,0.0,0.0,0.06,0.006,0.029,0.334,0.0,0.004,0.072,0.058,0.0,0.173,1.344,,0.028,0.013,0.0,0.0,,0.28,0.0,14.51,0.0,0.0,0.04,0.0,0.0,0.0,1.5,0.06,0.0,
Lavender,Indica,aka Lavender Kush,4.1,785.0,THC 18%,CBG 1%,Sleepy,Myrcene,,,,,,0.0,0.0,0.0,0.0,0.0,0.094,0.0,0.11,0.04,0.0,0.0,0.021,0.3,0.0,0.084,1.274,,0.082,0.042,0.0,0.0,,0.67,0.0,24.03,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.08,0.0,
Headbanger,Hybrid,aka Headbanger Kush,4.5,117.0,THC 21%,CBG 1%,Energetic,Limonene,,,,,,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.209,0.0,0.089,0.255,0.15,0.047,0.0,0.517,0.917,,0.105,0.787,0.0,0.0,,1.58,0.0,24.83,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.08,0.0,
Fruit Loops,Hybrid,aka Fruit Loop Haze,4.4,111.0,THC 20%,CBG 1%,Relaxed,Myrcene,,,,,,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.14,0.212,0.0,0.04,0.164,0.003,0.0,0.545,1.417,,0.013,0.038,0.0,0.0,,1.95,0.0,17.16,0.09,0.0,0.05,0.0,0.0,0.02,1.03,0.07,0.0,
Pre-98 Bubba Kush,Indica,"aka Pre-98 Bubba, P98",4.4,562.0,THC 15%,CBD 0%,Sleepy,Limonene,,,,,,0.0,0.007,0.008,0.0,0.0,0.0,0.0,0.08,0.0,0.009,0.0,0.056,0.016,0.0,0.133,0.094,,0.028,0.108,0.0,0.0,,2.75,0.0,12.37,0.03,0.03,0.04,0.0,0.0,0.0,0.37,0.05,0.04,
Dream Queen,Hybrid,,4.3,383.0,THC 16%,CBG 1%,Uplifted,Myrcene,,,,,,0.0,0.015,0.045,0.0,0.0,0.0,0.0,0.28,0.107,0.0,0.364,0.336,0.285,0.0,0.78,0.329,,0.162,0.167,0.0,0.0,,3.23,0.0,70.78,0.11,0.0,0.15,0.0,0.0,0.0,4.02,0.66,0.12,
Blackwater,Indica,aka Black Water,4.5,611.0,THC 18%,CBD 0%,Sleepy,Myrcene,,,,,,0.0,0.004,0.0,0.0,0.0,0.042,0.0,0.015,0.03,0.0,0.02,0.057,0.206,0.0,0.123,0.855,,0.093,0.052,0.0,0.0,,1.76,0.0,16.17,0.0,0.0,0.05,0.0,0.0,0.0,0.16,0.02,0.05,
Sour Cookies,Hybrid,,4.4,132.0,THC 21%,CBD 0%,Talkative,Caryophyllene,,,,,,0.0,0.012,0.095,0.0,0.0,0.0,0.0,0.573,0.0,0.0,0.218,0.437,0.068,0.0,1.283,0.224,,0.137,0.796,0.0,0.0,,2.24,0.0,68.92,0.06,0.0,0.2,0.0,0.0,0.0,2.49,0.39,0.0,
Cherry Cookies,Hybrid,,4.5,77.0,THC 17%,CBG 1%,Happy,Caryophyllene,,,,,,0.0,0.005,0.023,0.001,0.001,0.0,0.0,0.063,0.001,0.004,0.073,0.354,0.019,0.0,0.908,0.068,,0.034,0.224,0.0,0.0,,1.13,0.0,18.86,0.0,0.0,0.07,0.0,0.0,0.0,1.59,0.07,0.0,
White Cookies,Hybrid,,4.4,117.0,THC 22%,CBG 1%,Relaxed,Myrcene,,,,,,0.0,0.008,0.006,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.114,0.026,0.0,0.335,0.369,,0.048,0.218,0.0,0.0,,1.15,0.0,24.01,0.0,0.0,0.04,0.0,0.0,0.02,0.55,0.14,0.0,
